DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo
10/01/2014,C2,"Drop bottom plug. Cement unit mix and pump 116 bbls of 1.68 SG lead slurry and 46.1 bbls of 1.80 SG tail slurry at 4 bpm. Use 9.06"" hole size for cement calculation without excess. Loss 71 bbls while pumping cement."
10/01/2014,C2,"Drop top plug. Cement unit displace with 20 bbls of 1.43 SG SDF. Switch to rig pump and displace with 375.5 bbls of 1.43 SG SBM. Bump plug and pressure test casing to 4000 psi/ 5 min. Bleed off pressure, float holding. CIP 05:50 hrs. Note: - Total loss during displace cement: 250 bbls (loss 113 bbls after cement exit shoe)          - Expect TOC from volumetric calculation 2770 m (9-5/8"" shoe at 2272 m)          - Change saver sub from 4-1/2"" IF to XT39 while cementing.          - Change out casing bails with drilling bails"
10/01/2014,C3,"Nipple down diverter system, BOP, riser adapter and riser. Hold Debrief.  ===Rig release from AT-24-D to AT-24-K at 11:00 hrs on 22 January 2014.=== ===Total day on well 11.36 days/12.15 days AFE.===  =====Offline operation on AT-24-D ====== 12:00 - 14:15 hrs Install cement adapter. Retrieve BPV. R/U cement head & lines. 14:15 - 16:15 hrs Circulate bottom up (700 lpm, 3000 psi) No losses. Max gas 1.68% 16:15 - 17:15 hrs Rig pump 180 bbls of 1.70 SG MudPUSH WHT spacer.  17:15 - 18:15 hrs Cement unit flush and pressure test line to 6500 psi. Pump 203 bbls of 1.90 SG cement. (6.4"" hole size, no excess) 18:15 - 18:30 hrs Cement unit flush line with sea water until clean sea water appear. 18:30 - 19:30 hrs Drop wiper plug. Displace cement with 5 bbl brine + 63.7 bbls base oil + 5 bbls brine until bump plug@ 5800 psi/10 min. CIP 19:15 hrs. Bleed pressure, no backflow.  Note: -  42 bbls of contaminated spacer. No losses while displacing cement.           - Estimate TOC from Vol.calulation @ 1872 m.           - Cycle DHSV 10 times after cement wiper plug pass DHSV."
10/01/2014,C2,"Hold PJSM. R/U cement head and line. Circulate bottom up (1250 lpm, 230-350 psi).  00:00 - 06:00 hrs Operation  =========================== 00:00 - 01:30 hrs Circulate bottom up prior to cement job (1250 lpm, 230 psi). Max gas 3.12% 01:30 - 01:45 hrs Cement unit flush and P/T line to 4500 psi/10 min, OK. Cement unit pump 15 bbl of SW spacer. 01:45 - 03:30 hrs Mix and pump 496 bbl of 1.50 SG lead slurry followed by 100 bbl of 1.90 SG tail slurry, 7 bpm. Use 14.5"" hole size for cement calculation without excess. 03:30 - 05:15 hrs Drop top plug. Cement unit pump 20 bbls of 1.12 SG WBM. Switch to rig pump and continue displace with 525.6 bbl of 1.12 SG WBM, 7 bpm. Bump plug to 4000 psi/10 min. CIP 04:55 hrs. Loss 20 bbls during cement job. Estimate TOC 753 m from volumetric calculation. 05:15 - 06:00 hrs R/D cement head and line. L/D 9-5/8"" landing joint. "
10/01/2014,C2,"Hold PJSM. Rig up cement head and line. Circulate and condition mud prior to cement job (200-250 lpm, 550-650 psi).   00:00 - 06:00 hrs Operation =============================== 00:00 - 02:00 hrs Circulate and condition mud prior to cement job (200-250 lpm, 450-550 psi). Total loss while circulating 177 bbls 02:00 - 03:00 hrs Rig pump 158 bbls of 1.50 SG Mudpush WHT spacer. Line up to cement unit, flush line and pressure test line to 4500 psi, OK. 03:00 - 04:15 hrs Drop bottom plug. Cement unit mix and pump 116 bbls of 1.68 SG lead slurry and 46.1 bbls of 1.80 SG tail slurry at 4 bpm. Use 9.06"" hole size for cement calculation without excess. Loss 71 bbls while pumping cement. 04:15 - 06:00 hrs Drop top plug. Cement unit displace with 20 bbls of 1.43 SG SDF. Switch to rig pump and displace with 375.5 bbls of 1.43 SG SBM. Bump plug and pressure test casing to 4000 psi/ 5 min. Bleed off pressure, float holding. CIP 05:50 hrs. Note: - Total loss during displace cement: 250 bbls (loss 113 bbls after cement exit shoe)          - Expect TOC from volumetric calculation 2770 m (9-5/8"" shoe at 2272 m)          - Change saver sub from 4-1/2"" IF to XT39 while cementing.          - Change out casing bails with drilling bails "
10/01/2014,C1,"Run in hole 7"" 29 ppf, T95, TPCQ casing to 3180 m. Avg running speed 23 jts/hr. Fill casing every joint. Loss 10 bbls when RIH."
11/01/2014,C1,"Pick up and make up 7"" casing hanger and landing joint. RIH and land casing hanger on wellhead. Hold Debrief Note: - PU Wt 260 klbs, SO Wt 215 klbs, F/S @ 2598.9 m, F/C @ 2574.9 m. - Total run 202 jts 7"" 29 ppf, T95, TPCQ casing + 1F/S jt + 1 intermediate jt + 1 F/C jt  00:00 - 06:00 hrs Operation ============================== 00:00 - 02:45 hrs Hold PJSM. Rig up cement head and line. Circulate and condition mud prior to cement job (600 lpm, 300 psi)  Note: - Observe loss rate 72 bbls/hr at 4 bpm, loss 48 bbls.           - No loss at 4.5 bpm after circulate first bottom up 02:45 - 03:45 hrs Rig pump 158 bbls of 1.50 SG Mudpush WHT spacer. Line up to cement unit, flush line and pressure test line to 4500 psi, OK 03:45 - 04:45 hrs Drop bottom plug. Cement unit mix and pump 96 bbls of 1.68 SG lead slurry and 61bbls of 1.80 SG tail slurry. Use 8.92"" hole size and 700m inside 9-5/8"" casing for cement calculation without excess. 04:45 - 06:00 hrs Drop top plug. Cement unit displace with 20 bbls of 1.43 SG SDF. Line up to rig pump and displace with 298 bbls of 1.43 SG SBM, in progress."
11/01/2014,F1,Drill 6 1/8” hole (MWD/PWD) from 3096 m to well plan TD at 3333 mMD/2856 mTVD with 1.40 SG SDF. No losses. Well path at 3333 m: 73.43 m below and 27.68 right to proposal line. Gas peak: 36.04%@3205 mMD/2740 mTVD.
11/01/2014,C2,"R/U cement head and surface line. Circ hole until temp is stable @ 65?C and gas down, Stage up flow rate to 1500 lpm, 675 psi, no losses, Max gas 6%."
11/01/2014,C2,"Drop top plug (NR). Cement unit displace cement with 1.6 m3 1.03 SG SW, Rig cont to displace with 69.2 m3 (1385 reducing to 500 lpm) of 1.40 SG SDF. Cement unit final displace with 1.6 m3 SW. Bump plug with final pressure 280 psi (Calc dif press 300 psi). CIP @ 18:20 hrs. Pressure test casing to 4000 psi/10 mins_ok. Bleed off pressure- float holding. Note: • Observe bottom plug shear when rig displace 14.6 m3.          • Observe return flow start to drop (from 40%) after rig displace 17.6 m3           • Observe return flow at slight return (<0.5%) after rig displace 23.6 m3 (40% return).          • Total losses during cement job 46.9 m3 .Est TOC by vol at 1645 m, by diff press at 755 m (Plan TOC @ 309 m)."
11/01/2014,C2,"Drop bottom plug (NR). Mix and pump 46.5 m3 1.50 SG lead slurry at 800 lpm and 9.5 m3 1.90 SG tail slurry at 500 lpm (used 12.68"" hole size for calculation). No losses."
11/01/2014,FN1,"Circulate 1.3xbottom up (2500 lpm, 2800 psi)  - no loss. Dump contaminated spacer. "
11/01/2014,FN1,"Cont to drill 8 1/2"" directional hole (Motor/MWD/LWD) from 1918 m to 2081 mMD/1894.51 mTVD with 1.6 SG SDF. BHCT 100?C. No losses. Well path at 2081 m: 0.2 m above and 0.35 m right to planned well trajectory. Gas Peak: Max 6.72% @ 1954 mMD/1802.5 mTVD, BG 0.8%. Overall BG 0.8-1%. Drilling parameters : Rotate: WOB 18-20 klbs, 2200 lpm, SPP 3200/3650 psi, 100 rpm, 12/17 kft-lbs (off/on). Slide: WOB 4-5 klbs, 2200 lpm, SPP 3200/3400 psi (off/on). Rotate: 117.5 m/3.42 hrs. Avg ROP 34.36 m/hr. Slide: 55.5 m/3.07 hrs. Avg ROP 18.08 m/hr. P/U 209 klbs, S/O 157 klbs, ROT 176 klbs. Formation: Top FM2C @ 1970 mMD/1813 mTVD (50-80% Clyst, 10-30% Sst, 0-5% Coal). Note: - Add 2 sacks of G Seal HRG and 2 sacks of G seal plus every hour. - Backream full stand every stand. - MW 1.40 SG from 9-5/8"" casing shoe. - Increase MW to 1.50 SG from 1840 mTVD - Increase MW to 1.60 SG from 1890 mTVD  ===00:00 - 06:00 Operations=== 00:00 - 06:00 Cont drilling 8-1/2"" directional hole (Motor/MWD/LWD) from 2081 m to 2240 mMD/2013 mTVD with 1.75 SG SDF. - Increase MW to 1.75 SG  from 1980 mTVD. - Well path at 2240 m: 0.9 m above and 1.3 m right to the plan."
11/01/2014,F1,"Cont drillingl 8-1/2"" directional hole from 2284 m to 2336 mMD/2074.68 mTVD w/ 1.70-1.75 SG SDF. No losses. BHCT 103?C. BG 2.5%. Gas peak: 42.36% @2308 mMD/2060 mTVD. Drilling parameters :  Rotate: WOB 15-20 klbs, 2225 lpm, SPP 3500/3800 psi (off/on btm), 100 rpm, 12-13/14-18 kft-lbs (off/on btm).  Slide: WOB 15-20 klbs, 2200 lpm, SPP 3500/3500 psi (off/on bttm). Rotate: 143.5 m/5.1 hrs. Avg ROP 28.14 m/hr. Slide: 24.5 m/ 1.63 hrs. Avg ROP 15.03 m/hr.  P/U 220 klbs, S/O 144 klbs, R/T 173 klbs. Formation:  • FM2D (60-90% Clyst, 5-30% Sst, 0-10% Coal).                   • Top of FM2C @ 1970 m/1811 mTVD (70-90% Clyst, 10-30% Sst). Note: • Add 2 sacks of G Seal HRG and 2 sacks of G seal plus every 1 hr.          • Well path: 4.2 m below and 0.8 m right from planned well trajectory. "
11/01/2014,G5,"POOH SRFT from 1942 m to surface with 6700 m/hr.  === 00:00 - 06:00 Operations === 00:00 - 00:30 hrs L/D SRFT. BHST from head thermometer = 134.4?C @ 1996.1 mMD/1792.4 mTVD, 16 hrs 30 mins after EOC. Monitor well, no gain/loss. 00:30 - 01:00 hrs R/D TDS secured lines (service drawwork while logging). Clean and clear rig floor. 01:00 - 01:30 hrs Retrieve wearbushing. 01:30 - 02:15 hrs Function BOP. Jet wash BOP and well head profile (260 lpm, 500 psi, 10 rpm). 02:15 - 02:30 hrs R/U 7"" Casing handling equipment (BX-elevator with 7"" insert). 02:30 - 06:00 hrs P/U shoe track, Fill at surface & check float - Ok. Hold PJSM. RIH 7"" casing (29 ppf TPCQ T95 R3) to 630 mMD, speed 19 jts/hr. No losses."
11/01/2014,G6,"Remove radioactive source. L/D SlimXtreme. BHST (Thermometer) 173.9?C @ 2860.3 mTMD (2421.8 mTVD-MSL), 12 hrs 15 min after EOC. Monitor well, no gain/loss. Average hole size from one arm caliper = 8.66''"
11/01/2014,F1,"Cont drilling 8 1/2"" directional hole (Motor/MWD/LWD) from 2932 m to section TD at 2974 mMD/2546.07 mTVD with 1.75 SG SDF. BHCT 134?C. No losses. Well path at TD: 4.5 m above and 9.17 m left to the proposal line.  Gas Peak: Max 9.01%@ 2959 mMD/ 2535.1 mTVD, BG 1.0%. Overall BG 0.5-1.0%. Rotate: WOB 15 klbs, 2000 lpm, SPP 3600/4000 psi, 80 rpm, 15/19 kft-lbs (off/on). Slide: WOB 10 klbs, 2000 lpm, SPP 3600/3800 psi (off/on). Rotate: 35.5 m/1.94 hrs. Avg ROP 18.30 m/hr. Slide: 6.5 m/0.17 hrs. Avg ROP 38.23 m/hr. P/U 264 klbs, S/O 163 klbs, ROT 201 klbs. Formation: Top FM2A @ 2700 mMD/2346 mTVD (40-90% Clyst, 5-60% Sst, 5-10% coal). Note: - Add 2 sacks of G Seal HRG and 2 sacks of G seal plus every hour.          - Backream every stand and anytime when encounter the fluctuated torque and pressure.           - At 2974 m, Mud Cooler temp in 62?C, temp out 47?C, flow line temp 83?C          - From Correlation, Based on Sand 19-35: BK-S9-N is deeper than BK-DEL-26 ~ 37 mTVD          - Avg hole size from carbide: 8.57"" at 1st, and 8.96"" at peak."
11/01/2014,C3,"M/U hanger assembly and landing string. Wash down last landing joint with 200 lpm, 700 psi - observed loss rate 11.1 m3/hr (little flow return). Land 7"" casing hanger with landing weight 95 klbs. Float collar@2934 m, Float shoe @ 2970 m(2543.33 mTVD). Total run: 232 jts of 7"" casing, 29#, TPCQ, T95, R3 + 2 P/J + 1 Float Shoe assy. + 1 Float collar assy + 2 intermediate jt"
11/01/2014,C1,"Install water bushing. Establish circulation to observe losses - 200 lpm 480 psi, loss rate 11 m3/hr and 300 lpm, 580 psi, loss rate 17.5 m3/hr (negligible flow return)."
11/01/2014,C1A,"Hold PJSM. R/U Fill up tool, WFT 500 tons elevators and long bails. Break circulation with 300 lpm, 460 psi - observed fluctuated flow return. Increase flow rate to 600 lpm, 518 psi - observed loss rate 20.7 m3/hr. Reduce flow rate to 400 lpm, 405 psi - loss rate 19 m3/hr. Max gas 5.8%. Total losses 11.7 m3."
11/01/2014,G5,"L/D SRFT. BHST from head thermometer = 134.4?C @ 1996.1 mMD/1792.4 mTVD, 16 hrs 30 mins after EOC. Monitor well, no gain/loss."
11/01/2014,C1,"Cont RIH 7” casing from 1898 m to 2940 m, control running speed 2 min/jt to minimize surging effect. Note:  - Observed continuously constant flow return while running in hole (ballooning)           - Net loss rate while running in 0.5m3/ 10 jts. Total losses 7 m3."
11/01/2014,C1,"P/U shoe track, Fill at surface & check float - Ok. Hold PJSM. RIH 7"" casing (29 ppf TPCQ T95 R3) to 1898 mMD, speed 19 jts/hr. No losses."
11/01/2014,C2,"Rig pump 1.59 m3 of base oil ahead and 1.78 SG HT-MCS-GS Spacer (200 lpm, 415 psi). (No return).   === 00:00 - 06:00 Operations === 00:00 - 00:30 Cont pumping 1.78 SG HT-MCS-GS Spacer (total 160 bbl, 200 lpm, 415 psi). (No return).  00:30 - 00:45 Line up to cement unit, pump 0.8 m3 of SW. Pressure test line to 5000 psi.  00:45 - 02:00 Drop bottom plug. Mix and pump 28.96 m3 of 1.90 SG single slurry with 318 lpm (used 9""hole size and 5% excess for calculation). No return. 02:00 - 06:00 Drop top plug. Cement unit displace cement with 1.6 m3 of 1.78 SG SDF. Rig cont to displace with 55.2 m3 of 1.78 SG SDF (159 - 318 lpm). Total displace 56.8 m3, bump plug with 159 lpm, 700 psi (Actual/Calc diff press 115/233 psi). CIP at 05:34 hrs. Cont to pump 1 m3 liter to pressure test casing 4700 psi, Hold for 10 mins- Ok. Bleed off pressure - Float holding. Bleed off Volume 1 m3. Total losses 52.5 m3. Note:  - Observed bottom plug shear after displace 24.5 m3 and pressure start increasing from 150 psi at 318 lpm to 800 psi at 318 lpm - indicated cement rising in annulus.           - Planned TOC 1203 m, Est TOC 1998.6 m by pressure."
11/01/2014,F1,"Cont to drill 12 1/4"" directional hole from 1267 m to 1760 mMD/1652 mTVD w/ 1.30-1.35 SG SDF. BHCT 95?C. No losses.  Well path at midnight : 3.2 m below and 1.3 m right from planned well trajectory. Drilling parameters : Rotate: WOB 10-20 klbs, 3520 lpm, SPP 3600/3800 psi (off/on btm), 80 rpm, 10-12/13-16 kft-lbs (off/on btm). Slide: WOB 10-15 klbs, 3520 lpm, SPP 3300/3500 psi (off/on bttm). Rotate: 282 m/ 3.98 hrs. Avg ROP 70.9 m/hr. Slide: 211 m/ 11.48 hrs. Avg ROP 18.4 m/hr. P/U 195 klbs, S/O 158 klbs, Rot 174 klbs. Gas Peak : 5.7 % @ 1720 mMD/ 1624 mTVD, BG 0.8%. Formation: FM2E (70-100% Clyst, 0-30% Sst).  Top of FM2D @ 1500 mMD/1452 mTVD (60-90% Clyst, 10-30% Sst, 0-10%Coal). Note:  - Add 1 sacks of G Seal HRG and 1 sacks of G seal plus every 1 hrs.             - Start increase MW to 1.35 SG at 1600 mTVD.           - From 1575 m,observe MWD show high slip/stick value in rotary mode, control WOB at 12-15 klbs and pick up off bottom at times. === 00:00 - 06:00 hrs Operation=== 00:00 - 04:15 hrs Cont to drill 12 1/4"" directional hole from 1760 m to 1842 mMD/1716 mTVD w/ 1.35-1.40 SG SDF. BHCT 97?C. No losses.  Well path : 4.4 m below and 0.3 m right from planned well trajectory. Note:  - Add 1 sacks of G Seal HRG and 1 sacks of G seal plus every 1 hrs.             - Start increase MW to 1.40 SG at 1680 mTVD. 04:15 - 06:00 hrs. Observe rotary hose burst. Stop pumping. Pull back to 1833 m. Make up circulating sub and circulate hole/ rotate string with rotary table. Meanwhile change out rotary hose to backup - in progress."
11/01/2014,F2C,"M/U 12-1/4"" BHA (Motor/MWD) RIH on 5""HWDP to 206 m. Shallow test MWD (2900 lpm, 1020 psi). === 00:00 - 06:00 hrs Operation=== 00:00 - 00:45 hrs. Cont to RIH 12-1/4"" BHA from 206 m to 476 m. Confirm cement sample hard. Wash down to tag TOC at 481 m (600 lpm, 300 psi, 10 klbs). 00:45 - 01:15 hrs. Line up to cement unit. P/ test line to 2000 psi. Perform 13 3/8"" casing pressure test to 1000 psi - Ok. 01:15 - 01:45 hrs. Perform choke drill. 01:45 - 02:45 hrs. Drill out cement, shoe and clean out rathole to 512 m (2000 lpm, 60 rpm, 950 psi, 8-10 kft-lbs). Cont to drill 5 m new formation to 517 m. 02:45 - 04:00 hrs. Circ condition mud prior to FIT (2000-3000 lpm, 950-1850 psi, 20 rpm). Observe a lot of cutting at shaker. Note: - FIT sample 80% Clyst, 20% cement. 04:00  04:45 hrs. Space out for FIT. Line up to cement unit. Cement unit flush & test surface line 500 psi. Perform FIT to 1.55 SG EMW. (Pressure 177 psi, Shoe 499 mTVD, 1.30 SG SDF). Total volume pump/return = 79/79 ltrs. 04:45 - 06:00 hrs. Drill 12 1/4"" directional hole from 517 m to 560 mMD/548 mTVD w/ 1.30 SG SDF. BHCT 47?C. No losses."
11/01/2014,F1,"Cont drilling 8 1/2"" directional hole (Motor/MWD/LWD) from 2544 m to 2932 mMD/2515 mTVD with 1.75 SG SDF. BHCT 131?C. No losses. Well path: 6.22 m above and 8.07 m left to the proposal line.  Gas Peak: Max 45.07%@2664 mMD/2521 mTVD, BG 1%. Overall BG 0.8-1%. Rotate: WOB 15-18 klbs, 2000 lpm, SPP 3600/3950 psi, 80 rpm, 15/19 kft-lbs (off/on). Slide: WOB 15 klbs, 2000 lpm, SPP 3600/3900 psi (off/on). Rotate: 354.5 m/15.27 hrs. Avg ROP 23.22 m/hr. Slide: 33.5 m/1.77 hrs. Avg ROP 21.53 m/hr. P/U 264 klbs, S/O 163 klbs, ROT 201 klbs. Formation: Top FM2A @ 2700 mMD/2346 mTVD (40-90% Clyst, 5-60% Sst, 5-10% coal). Note: - Add 2 sacks of G Seal HRG and 2 sacks of G seal plus every hour.          - Backream every stand and anytime when encounter the fluctuated torque and pressure.           - At 2932 m, Mud Cooler temp in 63?C, temp out 55?C, flow line temp 89?C          - From Correlation, Based on Sand 19-35: BK-S9-N is deeper than BK-DEL-26 ~ 37 mTVD === 00:00 - 06:00 Operations === 00:00 - 02:45 Cont drilling 8 1/2"" directional hole (Motor/MWD/LWD) from 2932 m to section TD at 2974 mMD/2546.07 mTVD with 1.75 SG SDF. BHCT 134?C. No losses. Well path at TD: 4.5 m above and 9.17 m left to the proposal line. Gas Peak: Max %@2270 mMD/ mTVD, BG 0.5%. Overall BG 1-1.5%. Note:  - Avg hole size from carbide: 8.57"" at 1st, and 8.96"" at peak. 02:45 - 05:00 Circ Bottom up (2150 lpm, 3950 psi). Geologist confirm TD, Formation 2A Sample 90% Clyst, 10% Sst. Perform pump off test 15 min. Take TD survey. Pump 3.2/8 m3 of Lo-vis/Hi-den pill and circulate hole clean (2150 lpm, 3950 psi). Note: - Observe 10 % cutting increase at shaker when pill on surface.          - Pump off gas 2.47%. Back ground 0.5%.          - Avg hole size from Lo-vis/Hi-den pill: 8.99"" 05:00 - 06:00 Circulate and increase mud weight to 1.78 SG in progress. "
11/01/2014,C2,"Cont pumping 1.78 SG HT-MCS-GS Spacer (total 25.4 m3, 200 lpm, 415 psi). (No return, total losses 25.4 m3). "
11/01/2014,F1,"Drill 6 1/8” hole (MWD/ PWD) from 2980 m to 3096 mMD/2546 mTVD with 1.4 SG SDF. No losses. BHCT 155?C. ECD (PWD) 1.55-1.58 SG. BG 0.5%. Gas peak: 9.21%@3069 mMD/2620 mTVD. Formation: FM2A 40-90% CLYST, 5-60% SST, 5-10% COAL Well path at 3096 m: 11 m below and 7.4 m left to proposal line Drilling parameters : Rotate: WOB 14-15 klbs, 1100 lpm, SPP 2950 psi, 200 rpm, 7-8/9-10 kft-lbs (off/on btm). Rotate: 122 m/3.28 hrs. Avg ROP 37.19 m/hr. P/U 196 klbs, S/O 139 klbs, R/T 166 klbs. Note: - Add 1 sacks of G Seal HRG and 1 sacks of G seal plus every 1 hrs.         - Observe intermittent real time MWD signal. Adjust parameter - no improvement.          - BHA rotary tendency: 1.5?/stand dropping and 1 ?/stand walking right  === 00:00 - 06:00 Operations === 00:00 - 06:00 Drill 6 1/8” hole (MWD/ PWD) from 3102 m to 3290 mMD/2815 mTVD with 1.40 SG SDF. Note: - Well path: 58 m below and 17m left to proposal line          - Observe intermittent real time MWD signal. Troubleshoot problem - neg.           - BHA rotary tendency: 1.5deg/stand dropping and 1 deg/stand walking right          - At 3285 m, Mud Cooler temp in 41?C, temp out 37?C, flow line temp 58?C"
11/01/2014,C2,"Drop top plug. Cement unit displace cement with 1.6 m3 of 1.78 SG SDF. Rig cont to displace with 55.2 m3 of 1.78 SG SDF (159 - 475 lpm). Increasing in flow return after displace 43.6 m3. Total displace 56.8 m3, bump plug with 159 lpm, 700 psi (Actual/Calc diff press 115/233 psi). CIP at 05:34 hrs. Cont to pump 1 m3 liter to pressure test casing 4700 psi, Hold for 10 mins- Ok. No ballooning effect. Bleed off pressure - Float holding. Bleed off Volume 1 m3. Total losses 52.5 m3. Note:  - Observed bottom plug shear after displace 24.5 m3 and pressure start increasing from             150 psi at 318 lpm to 800 psi at 318 lpm - indicated cement rising in annulus.           - Planned TOC 1203 m, Est TOC 1998.6 m (95 m below 9-5/8"" shoe) by differential              pressure."
